site,doy,lat,lon,variable,value
BUF,2.0,46.902652,-97.495103,precip_cum,0.01141054751715935
BUF,3.0,46.902652,-97.495103,precip_cum,0.029534113901253323
BUF,4.0,46.902652,-97.495103,precip_cum,0.03435339299712242
BUF,5.0,46.902652,-97.495103,precip_cum,0.02156163045292314
BUF,6.0,46.902652,-97.495103,precip_cum,0.019978916516203427
BUF,7.0,46.902652,-97.495103,precip_cum,0.03034183808354196
BUF,8.0,46.902652,-97.495103,precip_cum,0.03166960097885729
BUF,9.0,46.902652,-97.495103,precip_cum,0.037340641524298224
BUF,10.0,46.902652,-97.495103,precip_cum,0.040876075853634036
BUF,11.0,46.902652,-97.495103,precip_cum,0.0362148351622954
BUF,12.0,46.902652,-97.495103,precip_cum,0.03932027328350485
BUF,13.0,46.902652,-97.495103,precip_cum,0.04089808564932107
BUF,14.0,46.902652,-97.495103,precip_cum,0.04010594056614014
BUF,15.0,46.902652,-97.495103,precip_cum,0.05288726265946175
BUF,16.0,46.902652,-97.495103,precip_cum,0.056512856835310654
BUF,17.0,46.902652,-97.495103,precip_cum,0.033183985366626034
BUF,18.0,46.902652,-97.495103,precip_cum,0.03231712369107742
BUF,19.0,46.902652,-97.495103,precip_cum,0.06534226093477108
BUF,20.0,46.902652,-97.495103,precip_cum,0.08266957329937441
BUF,21.0,46.902652,-97.495103,precip_cum,0.1359341810946646
BUF,22.0,46.902652,-97.495103,precip_cum,0.2214856024991746
BUF,23.0,46.902652,-97.495103,precip_cum,0.2131720207847292
BUF,24.0,46.902652,-97.495103,precip_cum,0.19651317789427325
BUF,25.0,46.902652,-97.495103,precip_cum,0.20135050701978452
BUF,26.0,46.902652,-97.495103,precip_cum,0.19312724891938116
BUF,27.0,46.902652,-97.495103,precip_cum,0.236290671704948
BUF,28.0,46.902652,-97.495103,precip_cum,0.20551708584874362
BUF,29.0,46.902652,-97.495103,precip_cum,0.19464101867008488
BUF,30.0,46.902652,-97.495103,precip_cum,0.1865406395934599
BUF,31.0,46.902652,-97.495103,precip_cum,0.176881776573806
BUF,32.0,46.902652,-97.495103,precip_cum,0.16792396061668935
BUF,33.0,46.902652,-97.495103,precip_cum,0.18983845433426516
BUF,34.0,46.902652,-97.495103,precip_cum,0.38921714610160396
BUF,35.0,46.902652,-97.495103,precip_cum,0.3803138841552922
BUF,36.0,46.902652,-97.495103,precip_cum,0.37422270997902585
BUF,37.0,46.902652,-97.495103,precip_cum,0.48869987375124624
BUF,38.0,46.902652,-97.495103,precip_cum,0.5739926266995083
BUF,39.0,46.902652,-97.495103,precip_cum,0.5796393371572597
BUF,40.0,46.902652,-97.495103,precip_cum,0.5804237471964757
BUF,41.0,46.902652,-97.495103,precip_cum,0.6162749915436199
BUF,42.0,46.902652,-97.495103,precip_cum,0.636674991616839
BUF,43.0,46.902652,-97.495103,precip_cum,0.6834977162483062
BUF,44.0,46.902652,-97.495103,precip_cum,0.6816824187567849
BUF,45.0,46.902652,-97.495103,precip_cum,0.6938010252353579
BUF,46.0,46.902652,-97.495103,precip_cum,0.683555577207082
BUF,47.0,46.902652,-97.495103,precip_cum,0.6873393957291084
BUF,48.0,46.902652,-97.495103,precip_cum,0.7033890582506229
BUF,49.0,46.902652,-97.495103,precip_cum,0.6894833744058864
BUF,50.0,46.902652,-97.495103,precip_cum,0.6946655002573063
BUF,51.0,46.902652,-97.495103,precip_cum,0.8755635780013558
BUF,52.0,46.902652,-97.495103,precip_cum,1.006923970451381
BUF,53.0,46.902652,-97.495103,precip_cum,0.9946586943678566
BUF,54.0,46.902652,-97.495103,precip_cum,1.0415443348958657
BUF,55.0,46.902652,-97.495103,precip_cum,1.0162031854326965
BUF,56.0,46.902652,-97.495103,precip_cum,1.0186588058830828
BUF,57.0,46.902652,-97.495103,precip_cum,1.1006990104273378
BUF,58.0,46.902652,-97.495103,precip_cum,1.0857337596448333
BUF,59.0,46.902652,-97.495103,precip_cum,1.081356858723506
BUF,60.0,46.902652,-97.495103,precip_cum,1.1360182642859569
BUF,61.0,46.902652,-97.495103,precip_cum,1.1299795722087405
BUF,62.0,46.902652,-97.495103,precip_cum,1.0994940598438392
BUF,63.0,46.902652,-97.495103,precip_cum,1.1285314385521885
BUF,64.0,46.902652,-97.495103,precip_cum,1.1970771772131923
BUF,65.0,46.902652,-97.495103,precip_cum,1.214484724534519
