site,doy,lat,lon,variable,value
BIS,2.0,46.9713,-100.7101,precip_cum,-2.518540683019155e-07
BIS,3.0,46.9713,-100.7101,precip_cum,-5.750045009300653e-07
BIS,4.0,46.9713,-100.7101,precip_cum,-7.863012940201308e-07
BIS,5.0,46.9713,-100.7101,precip_cum,-6.256168249008098e-07
BIS,6.0,46.9713,-100.7101,precip_cum,-4.7187603902099085e-07
BIS,7.0,46.9713,-100.7101,precip_cum,-6.789388852235234e-07
BIS,8.0,46.9713,-100.7101,precip_cum,-0.00564829956655849
BIS,9.0,46.9713,-100.7101,precip_cum,-1.148933311101441e-06
BIS,10.0,46.9713,-100.7101,precip_cum,-1.229107481553332e-06
BIS,11.0,46.9713,-100.7101,precip_cum,-1.1302464938932333e-06
BIS,12.0,46.9713,-100.7101,precip_cum,-1.1628716376681572e-06
BIS,13.0,46.9713,-100.7101,precip_cum,-1.2046545949584084e-06
BIS,14.0,46.9713,-100.7101,precip_cum,-1.1792478547296027e-06
BIS,15.0,46.9713,-100.7101,precip_cum,2.8033245339876244e-05
BIS,16.0,46.9713,-100.7101,precip_cum,4.441875400229968e-05
BIS,17.0,46.9713,-100.7101,precip_cum,0.009061883797017785
BIS,18.0,46.9713,-100.7101,precip_cum,0.23562982114483402
BIS,19.0,46.9713,-100.7101,precip_cum,0.404905311543255
BIS,20.0,46.9713,-100.7101,precip_cum,0.29004556530770187
BIS,21.0,46.9713,-100.7101,precip_cum,0.3390509375858962
BIS,22.0,46.9713,-100.7101,precip_cum,0.49899161989050167
BIS,23.0,46.9713,-100.7101,precip_cum,0.4532838497767449
BIS,24.0,46.9713,-100.7101,precip_cum,0.4532843364331405
BIS,25.0,46.9713,-100.7101,precip_cum,0.47140972452398167
BIS,26.0,46.9713,-100.7101,precip_cum,0.49859802164398204
BIS,27.0,46.9713,-100.7101,precip_cum,0.6527322133508626
BIS,28.0,46.9713,-100.7101,precip_cum,0.6617999968230173
BIS,29.0,46.9713,-100.7101,precip_cum,0.6617959097384496
BIS,30.0,46.9713,-100.7101,precip_cum,0.6617960209964222
BIS,31.0,46.9713,-100.7101,precip_cum,0.6748439616186871
BIS,32.0,46.9713,-100.7101,precip_cum,0.7161740010893118
BIS,33.0,46.9713,-100.7101,precip_cum,0.716172320087772
BIS,34.0,46.9713,-100.7101,precip_cum,0.9066023999740566
BIS,35.0,46.9713,-100.7101,precip_cum,1.0625213923216357
BIS,36.0,46.9713,-100.7101,precip_cum,0.997231672958589
BIS,37.0,46.9713,-100.7101,precip_cum,0.9972296051877024
BIS,38.0,46.9713,-100.7101,precip_cum,1.0696873517750438
BIS,39.0,46.9713,-100.7101,precip_cum,1.069730544301742
BIS,40.0,46.9713,-100.7101,precip_cum,1.0819106820693793
BIS,41.0,46.9713,-100.7101,precip_cum,1.1966164261118604
BIS,42.0,46.9713,-100.7101,precip_cum,1.3054206378962006
BIS,43.0,46.9713,-100.7101,precip_cum,1.305428666604284
BIS,44.0,46.9713,-100.7101,precip_cum,1.288156384805943
BIS,45.0,46.9713,-100.7101,precip_cum,1.3235672519323518
BIS,46.0,46.9713,-100.7101,precip_cum,1.3449475611695256
BIS,47.0,46.9713,-100.7101,precip_cum,1.3326300850413189
BIS,48.0,46.9713,-100.7101,precip_cum,1.3326293579960669
BIS,49.0,46.9713,-100.7101,precip_cum,1.3326300266676805
BIS,50.0,46.9713,-100.7101,precip_cum,1.3417388532643588
BIS,51.0,46.9713,-100.7101,precip_cum,1.4204832553222133
BIS,52.0,46.9713,-100.7101,precip_cum,1.4323990650551717
BIS,53.0,46.9713,-100.7101,precip_cum,1.2366827781460747
BIS,54.0,46.9713,-100.7101,precip_cum,1.094454378220929
BIS,55.0,46.9713,-100.7101,precip_cum,1.2511911345877214
BIS,56.0,46.9713,-100.7101,precip_cum,1.4686998747054667
BIS,57.0,46.9713,-100.7101,precip_cum,1.5300201344073165
BIS,58.0,46.9713,-100.7101,precip_cum,1.613754054096767
BIS,59.0,46.9713,-100.7101,precip_cum,1.73084286415761
BIS,60.0,46.9713,-100.7101,precip_cum,1.731577068215211
BIS,61.0,46.9713,-100.7101,precip_cum,1.7315770665724237
BIS,62.0,46.9713,-100.7101,precip_cum,1.731577486731517
BIS,63.0,46.9713,-100.7101,precip_cum,1.7678280223391596
BIS,64.0,46.9713,-100.7101,precip_cum,1.7678270668654648
BIS,65.0,46.9713,-100.7101,precip_cum,1.7678265060144902
BIS,66.0,46.9713,-100.7101,precip_cum,1.7678283583100196
BIS,67.0,46.9713,-100.7101,precip_cum,1.7679259131624576
BIS,68.0,46.9713,-100.7101,precip_cum,2.384276268160832
BIS,69.0,46.9713,-100.7101,precip_cum,2.6545340718262587
BIS,70.0,46.9713,-100.7101,precip_cum,2.384274991649473
BIS,71.0,46.9713,-100.7101,precip_cum,2.3842739970011646
BIS,72.0,46.9713,-100.7101,precip_cum,2.3842868727444326
BIS,73.0,46.9713,-100.7101,precip_cum,2.51144926747693
BIS,74.0,46.9713,-100.7101,precip_cum,2.5116062511480273
BIS,75.0,46.9713,-100.7101,precip_cum,2.419163607426791
BIS,76.0,46.9713,-100.7101,precip_cum,2.5113968982388535
BIS,77.0,46.9713,-100.7101,precip_cum,2.5114502379369505
BIS,78.0,46.9713,-100.7101,precip_cum,2.5114504029542966
BIS,79.0,46.9713,-100.7101,precip_cum,2.511450256850015
BIS,80.0,46.9713,-100.7101,precip_cum,2.4734730121349062
BIS,81.0,46.9713,-100.7101,precip_cum,2.511450424522693
BIS,82.0,46.9713,-100.7101,precip_cum,2.529159802475584
BIS,83.0,46.9713,-100.7101,precip_cum,2.511450243681329
BIS,84.0,46.9713,-100.7101,precip_cum,2.511452604196636
BIS,85.0,46.9713,-100.7101,precip_cum,2.5114502438437625
BIS,86.0,46.9713,-100.7101,precip_cum,2.5114502539866033
BIS,87.0,46.9713,-100.7101,precip_cum,2.511450467325055
BIS,88.0,46.9713,-100.7101,precip_cum,2.5114502481856817
BIS,89.0,46.9713,-100.7101,precip_cum,2.511450222481256
BIS,90.0,46.9713,-100.7101,precip_cum,2.5114527302921963
BIS,91.0,46.9713,-100.7101,precip_cum,2.5114499435143274
BIS,92.0,46.9713,-100.7101,precip_cum,2.5262578955049397
BIS,93.0,46.9713,-100.7101,precip_cum,2.529579904605245
BIS,94.0,46.9713,-100.7101,precip_cum,2.529575021804105
BIS,95.0,46.9713,-100.7101,precip_cum,2.5295911015537262
BIS,96.0,46.9713,-100.7101,precip_cum,2.5295914869539
BIS,97.0,46.9713,-100.7101,precip_cum,2.5295930269783016
BIS,98.0,46.9713,-100.7101,precip_cum,2.34785689710589
BIS,99.0,46.9713,-100.7101,precip_cum,2.1617178964487316
BIS,100.0,46.9713,-100.7101,precip_cum,2.3494946155050513
BIS,101.0,46.9713,-100.7101,precip_cum,2.629298139748583
BIS,102.0,46.9713,-100.7101,precip_cum,2.6747052058576513
BIS,103.0,46.9713,-100.7101,precip_cum,2.6754507180591354
BIS,104.0,46.9713,-100.7101,precip_cum,2.674704245177934
BIS,105.0,46.9713,-100.7101,precip_cum,2.6747041240522615
BIS,106.0,46.9713,-100.7101,precip_cum,2.8559577250800934
BIS,107.0,46.9713,-100.7101,precip_cum,3.055521632233726
BIS,108.0,46.9713,-100.7101,precip_cum,3.0556200426025293
BIS,109.0,46.9713,-100.7101,precip_cum,3.016049648084195
BIS,110.0,46.9713,-100.7101,precip_cum,3.06460046250022
BIS,111.0,46.9713,-100.7101,precip_cum,3.0646931342637944
BIS,112.0,46.9713,-100.7101,precip_cum,3.064693097807409
BIS,113.0,46.9713,-100.7101,precip_cum,3.0646930505343306
BIS,114.0,46.9713,-100.7101,precip_cum,2.732675524779685
BIS,115.0,46.9713,-100.7101,precip_cum,2.33484359665286
BIS,116.0,46.9713,-100.7101,precip_cum,2.511910647283064
BIS,117.0,46.9713,-100.7101,precip_cum,3.0828199352993777
BIS,118.0,46.9713,-100.7101,precip_cum,3.4598561154822893
BIS,119.0,46.9713,-100.7101,precip_cum,3.545217544367902
BIS,120.0,46.9713,-100.7101,precip_cum,3.5452430160062915
BIS,121.0,46.9713,-100.7101,precip_cum,3.581514251592769
BIS,122.0,46.9713,-100.7101,precip_cum,3.626826501396621
BIS,123.0,46.9713,-100.7101,precip_cum,3.626843178334552
BIS,124.0,46.9713,-100.7101,precip_cum,3.625578003465958
BIS,125.0,46.9713,-100.7101,precip_cum,3.626827506732984
BIS,126.0,46.9713,-100.7101,precip_cum,3.6268280852270793
BIS,127.0,46.9713,-100.7101,precip_cum,3.7096588835100857
BIS,128.0,46.9713,-100.7101,precip_cum,3.7084409953729223
BIS,129.0,46.9713,-100.7101,precip_cum,3.498822729403008
BIS,130.0,46.9713,-100.7101,precip_cum,3.4897511645320933
BIS,131.0,46.9713,-100.7101,precip_cum,3.8262644429203054
BIS,132.0,46.9713,-100.7101,precip_cum,3.9884559729297298
BIS,133.0,46.9713,-100.7101,precip_cum,3.8262645509174074
BIS,134.0,46.9713,-100.7101,precip_cum,3.826265000430065
BIS,135.0,46.9713,-100.7101,precip_cum,3.853454801380146
BIS,136.0,46.9713,-100.7101,precip_cum,3.6212088042582593
BIS,137.0,46.9713,-100.7101,precip_cum,4.053055743643162
BIS,138.0,46.9713,-100.7101,precip_cum,5.014036625686489
BIS,139.0,46.9713,-100.7101,precip_cum,5.0954942554850895
BIS,140.0,46.9713,-100.7101,precip_cum,5.095309911616949
BIS,141.0,46.9713,-100.7101,precip_cum,5.616286189025349
BIS,142.0,46.9713,-100.7101,precip_cum,5.3677194786509475
BIS,143.0,46.9713,-100.7101,precip_cum,5.376781541316738
BIS,144.0,46.9713,-100.7101,precip_cum,5.957261722823979
BIS,145.0,46.9713,-100.7101,precip_cum,5.957729150808788
BIS,146.0,46.9713,-100.7101,precip_cum,6.329207376918703
BIS,147.0,46.9713,-100.7101,precip_cum,6.492103106596751
BIS,148.0,46.9713,-100.7101,precip_cum,6.297315001265549
BIS,149.0,46.9713,-100.7101,precip_cum,6.492105517064115
BIS,150.0,46.9713,-100.7101,precip_cum,6.492101534021372
BIS,151.0,46.9713,-100.7101,precip_cum,6.492100453578701
BIS,152.0,46.9713,-100.7101,precip_cum,6.492101626888449
BIS,153.0,46.9713,-100.7101,precip_cum,6.492102404660857
BIS,154.0,46.9713,-100.7101,precip_cum,6.818360935648049
BIS,155.0,46.9713,-100.7101,precip_cum,6.8273591326065715
BIS,156.0,46.9713,-100.7101,precip_cum,6.612794857726589
BIS,157.0,46.9713,-100.7101,precip_cum,6.827419899198077
BIS,158.0,46.9713,-100.7101,precip_cum,7.153676715157586
BIS,159.0,46.9713,-100.7101,precip_cum,7.267564013979777
BIS,160.0,46.9713,-100.7101,precip_cum,7.244552790307081
BIS,161.0,46.9713,-100.7101,precip_cum,7.2445542992248
BIS,162.0,46.9713,-100.7101,precip_cum,7.244738600591494
BIS,163.0,46.9713,-100.7101,precip_cum,7.18100866490564
BIS,164.0,46.9713,-100.7101,precip_cum,7.244266702145855
BIS,165.0,46.9713,-100.7101,precip_cum,7.280889446907414
BIS,166.0,46.9713,-100.7101,precip_cum,7.354184090923753
BIS,167.0,46.9713,-100.7101,precip_cum,7.35418358514864
BIS,168.0,46.9713,-100.7101,precip_cum,7.353780545838404
