site,doy,lat,lon,variable,value
SMI,2.0,44.41897,-92.942041,minTemp,19.837219301879916
SMI,3.0,44.41897,-92.942041,minTemp,32.69769243668637
SMI,4.0,44.41897,-92.942041,minTemp,26.033164261166664
SMI,5.0,44.41897,-92.942041,minTemp,25.16570734333778
SMI,6.0,44.41897,-92.942041,minTemp,23.644409615377285
SMI,7.0,44.41897,-92.942041,minTemp,22.238189732255243
SMI,8.0,44.41897,-92.942041,minTemp,4.022924101151773
SMI,9.0,44.41897,-92.942041,minTemp,-4.893090268126315
SMI,10.0,44.41897,-92.942041,minTemp,15.813537056399525
SMI,11.0,44.41897,-92.942041,minTemp,5.228852059100291
SMI,12.0,44.41897,-92.942041,minTemp,2.0862601071941747
SMI,13.0,44.41897,-92.942041,minTemp,8.94560287089513
SMI,14.0,44.41897,-92.942041,minTemp,14.016351925923015
SMI,15.0,44.41897,-92.942041,minTemp,9.54450410667404
SMI,16.0,44.41897,-92.942041,minTemp,-9.52307421460451
SMI,17.0,44.41897,-92.942041,minTemp,-11.511882172336598
SMI,18.0,44.41897,-92.942041,minTemp,4.708528797959886
SMI,19.0,44.41897,-92.942041,minTemp,3.6266745551299557
SMI,20.0,44.41897,-92.942041,minTemp,1.5401801309306435
SMI,21.0,44.41897,-92.942041,minTemp,-5.415167716882269
SMI,22.0,44.41897,-92.942041,minTemp,-5.361332823856571
SMI,23.0,44.41897,-92.942041,minTemp,24.47921559364231
SMI,24.0,44.41897,-92.942041,minTemp,29.162468274930447
SMI,25.0,44.41897,-92.942041,minTemp,30.71933501335267
SMI,26.0,44.41897,-92.942041,minTemp,26.30335494953013
SMI,27.0,44.41897,-92.942041,minTemp,24.375774680779834
SMI,28.0,44.41897,-92.942041,minTemp,19.94308248919897
SMI,29.0,44.41897,-92.942041,minTemp,18.640714958025242
SMI,30.0,44.41897,-92.942041,minTemp,18.984699491573835
SMI,31.0,44.41897,-92.942041,minTemp,20.59327755484897
SMI,32.0,44.41897,-92.942041,minTemp,28.300498852862383
SMI,33.0,44.41897,-92.942041,minTemp,28.67127703216927
SMI,34.0,44.41897,-92.942041,minTemp,26.191718568821827
SMI,35.0,44.41897,-92.942041,minTemp,14.127587880520338
SMI,36.0,44.41897,-92.942041,minTemp,7.142078382232059
SMI,37.0,44.41897,-92.942041,minTemp,6.806203254730041
SMI,38.0,44.41897,-92.942041,minTemp,9.074677404553729
SMI,39.0,44.41897,-92.942041,minTemp,-3.69307037298141
SMI,40.0,44.41897,-92.942041,minTemp,-5.157806461880739
SMI,41.0,44.41897,-92.942041,minTemp,-2.8602525948608957
SMI,42.0,44.41897,-92.942041,minTemp,8.32608519651545
SMI,43.0,44.41897,-92.942041,minTemp,16.72648473107872
SMI,44.0,44.41897,-92.942041,minTemp,-4.691188776031623
